"","rate","approx_cost.for.two.people.","online_order","book_table","votes","listed_in.type.","listed_in.city.","Cuisines_Categorical","Restaurant_type"
"332",3.5,400,"Yes","No",155,"Delivery","Banashankari","Indian","Quick Bites"
"333",3.4,150,"Yes","No",12,"Delivery","Banashankari","Fast Food","Beverage Shop"
"334",3.6,100,"Yes","No",15,"Delivery","Banashankari","Indian","Quick Bites"
"335",3.5,200,"Yes","No",10,"Delivery","Banashankari","Indian","Quick Bites"
"336",3.8,300,"Yes","No",25,"Delivery","Banashankari","Indian","Quick Bites"
"337",3.8,300,"Yes","No",61,"Delivery","Banashankari","Indian","Quick Bites"
"338",3.7,300,"Yes","No",23,"Delivery","Banashankari","Asian","Quick Bites"
"339",3.8,350,"Yes","No",25,"Delivery","Banashankari","Fast Food","Quick Bites"
"340",3.7,200,"Yes","No",40,"Delivery","Banashankari","Indian","Quick Bites"
"341",3.3,100,"Yes","No",4,"Delivery","Banashankari","Dessert","Quick Bites"
"342",3.4,150,"Yes","No",8,"Delivery","Banashankari","Fast Food","Quick Bites"
"343",3.5,300,"Yes","No",32,"Delivery","Banashankari","Indian","Quick Bites"
"344",3.3,200,"Yes","No",10,"Delivery","Banashankari","Indian","Quick Bites"
"345",3.4,300,"Yes","No",6,"Delivery","Banashankari","Fast Food","Quick Bites"
"346",3.8,250,"Yes","No",53,"Delivery","Banashankari","Fast Food","Quick Bites"
"347",3.7,700,"Yes","No",67,"Delivery","Banashankari","Indian","Casual Dining"
"348",2.9,250,"Yes","No",23,"Delivery","Banashankari","Indian","Sweet Shop"
"349",3.4,200,"Yes","No",19,"Delivery","Banashankari","Indian","Quick Bites"
"350",3.6,300,"Yes","No",24,"Delivery","Banashankari","Fast Food","Quick Bites"
"351",4,400,"Yes","No",232,"Delivery","Banashankari","Indian","Quick Bites"
"352",3.9,700,"Yes","No",221,"Delivery","Banashankari","Asian","Casual Dining"
"353",4.1,1200,"Yes","Yes",1063,"Delivery","Banashankari","Fast Food","Bar"
"354",3.7,200,"Yes","No",93,"Delivery","Banashankari","Fast Food","Quick Bites"
"355",3.9,800,"Yes","No",233,"Delivery","Banashankari","Indian","Casual Dining"
"356",3.9,500,"Yes","No",211,"Delivery","Banashankari","Fast Food","Casual Dining"
"357",4,200,"Yes","No",1778,"Delivery","Banashankari","Indian","Quick Bites"
"358",3.6,800,"Yes","No",218,"Delivery","Banashankari","Indian","Casual Dining"
"359",3.7,600,"Yes","No",514,"Delivery","Banashankari","Dessert","Cafe"
"360",4,900,"Yes","Yes",866,"Delivery","Banashankari","Indian","Casual Dining"
"361",3.2,400,"Yes","No",96,"Delivery","Banashankari","Indian","Quick Bites"
"362",3.5,250,"Yes","No",80,"Delivery","Banashankari","Asian","Quick Bites"
"363",4,300,"Yes","No",73,"Delivery","Banashankari","Dessert","Bakery"
"364",3.9,400,"Yes","No",84,"Delivery","Banashankari","Indian","Sweet Shop"
"365",3.5,350,"Yes","No",88,"Delivery","Banashankari","Indian","Quick Bites"
"366",3.5,600,"Yes","No",179,"Delivery","Banashankari","Indian","Casual Dining"
"367",3.8,100,"Yes","No",61,"Delivery","Banashankari","Dessert","Quick Bites"
"368",3.7,450,"Yes","No",128,"Delivery","Banashankari","Indian","Casual Dining"
"369",3.8,400,"Yes","No",339,"Delivery","Banashankari","Indian","Quick Bites"
"370",4.1,100,"Yes","No",449,"Delivery","Banashankari","Fast Food","Quick Bites"
"371",4.1,150,"Yes","No",210,"Delivery","Banashankari","Dessert","Beverage Shop"
"372",3.7,200,"Yes","No",57,"Delivery","Banashankari","Indian","Quick Bites"
"373",3,400,"Yes","No",213,"Delivery","Banashankari","Indian","Quick Bites"
"374",3.2,250,"Yes","No",208,"Delivery","Banashankari","Fast Food","Beverage Shop"
"375",3.8,100,"Yes","No",70,"Delivery","Banashankari","Indian","Quick Bites"
"376",4,600,"Yes","No",219,"Delivery","Banashankari","Dessert","Cafe"
"377",3.7,200,"Yes","No",59,"Delivery","Banashankari","Indian","Quick Bites"
"378",3.1,500,"Yes","No",10,"Delivery","Banashankari","Fast Food","Quick Bites"
"379",3,400,"Yes","No",9,"Delivery","Banashankari","Asian","Quick Bites"
"380",3.7,750,"Yes","No",124,"Delivery","Banashankari","Indian","Casual Dining"
"381",3.7,100,"Yes","No",19,"Delivery","Banashankari","Indian","Quick Bites"
"382",3.3,150,"Yes","No",4,"Delivery","Banashankari","Indian","Quick Bites"
"383",3.3,150,"Yes","No",4,"Delivery","Banashankari","Dessert","Dessert Parlor"
"384",3.8,200,"Yes","No",21,"Delivery","Banashankari","Dessert","Dessert Parlor"
"385",3.4,250,"Yes","No",8,"Delivery","Banashankari","Indian","Bakery"
"386",3.5,400,"Yes","No",10,"Delivery","Banashankari","Indian","Quick Bites"
"387",3.5,400,"Yes","No",10,"Delivery","Banashankari","Indian","Quick Bites"
"388",3.2,200,"Yes","No",4,"Delivery","Banashankari","Asian","Quick Bites"
"389",3.1,350,"Yes","No",4,"Delivery","Banashankari","Indian","Delivery"
"390",3.6,500,"Yes","No",16,"Delivery","Banashankari","Indian","Delivery"
"391",3.3,100,"Yes","No",4,"Delivery","Banashankari","Misc","Beverage Shop"
"392",3.4,300,"Yes","No",12,"Delivery","Banashankari","Fast Food","Quick Bites"
"393",3.9,600,"Yes","No",14,"Delivery","Banashankari","Indian","Casual Dining"
"394",3.7,300,"Yes","No",1,"Delivery","Banashankari","Indian","Quick Bites"
"395",2.8,199,"Yes","No",5,"Delivery","Banashankari","Indian","Delivery"
"396",3.3,800,"Yes","No",5,"Delivery","Banashankari","Indian","Bar"
"397",3.5,250,"Yes","No",15,"Delivery","Banashankari","Indian","Quick Bites"
"398",3.4,500,"Yes","No",4,"Delivery","Banashankari","Indian","Casual Dining"
"399",3.6,300,"Yes","No",17,"Delivery","Banashankari","Asian","Quick Bites"
"400",3.3,500,"Yes","No",6,"Delivery","Banashankari","Indian","Quick Bites"
"401",3.4,100,"Yes","No",10,"Delivery","Banashankari","Indian","Quick Bites"
"402",4.1,800,"Yes","Yes",775,"Delivery","Banashankari","Indian","Casual Dining"
"403",4.2,1000,"Yes","Yes",2022,"Delivery","Banashankari","Indian","Casual Dining"
"404",4.2,600,"Yes","Yes",150,"Delivery","Banashankari","Dessert","Cafe"
"405",4,750,"Yes","No",232,"Delivery","Banashankari","Indian","Casual Dining"
"406",3.9,200,"Yes","No",38,"Delivery","Banashankari","Asian","Quick Bites"
"407",3.5,800,"Yes","Yes",431,"Delivery","Banashankari","Indian","Casual Dining"
"408",4.2,800,"Yes","Yes",2115,"Delivery","Banashankari","Bar Food","Casual Dining"
"409",3.4,200,"Yes","No",30,"Delivery","Banashankari","Fast Food","Quick Bites"
"410",4.2,800,"Yes","No",150,"Delivery","Banashankari","Indian","Casual Dining"
"411",3.3,200,"Yes","No",12,"Delivery","Banashankari","Indian","Quick Bites"
"412",3.8,450,"Yes","No",155,"Delivery","Banashankari","Indian","Casual Dining"
"413",3.7,200,"Yes","No",33,"Delivery","Banashankari","Fast Food","Quick Bites"
"414",4.1,1000,"Yes","Yes",666,"Delivery","Banashankari","Indian","Bar"
"415",3.9,700,"Yes","No",240,"Delivery","Banashankari","Dessert","Cafe"
"416",3.8,800,"Yes","No",918,"Delivery","Banashankari","Mexican","Cafe"
"417",4,600,"Yes","No",465,"Delivery","Banashankari","Indian","Casual Dining"
"418",4.1,1500,"Yes","Yes",970,"Delivery","Banashankari","Indian","Casual Dining"
"419",3.3,300,"Yes","No",128,"Delivery","Banashankari","Indian","Quick Bites"
"420",3.6,300,"Yes","No",241,"Delivery","Banashankari","Indian","Quick Bites"
"421",3.4,200,"Yes","No",22,"Delivery","Banashankari","Indian","Quick Bites"
"422",4.3,200,"Yes","No",734,"Delivery","Banashankari","Indian","Quick Bites"
"423",3.8,400,"Yes","No",130,"Delivery","Banashankari","Indian","Quick Bites"
"424",4.2,700,"Yes","No",261,"Delivery","Banashankari","Dessert","Cafe"
"425",4,300,"Yes","No",191,"Delivery","Banashankari","Indian","Quick Bites"
"426",4.1,550,"Yes","No",364,"Delivery","Banashankari","Indian","Casual Dining"
"427",3.8,300,"Yes","No",133,"Delivery","Banashankari","Indian","Quick Bites"
"428",3.9,750,"Yes","No",888,"Delivery","Banashankari","Indian","Casual Dining"
"429",3.1,400,"Yes","No",13,"Delivery","Banashankari","Asian","Cafe"
"430",3.9,500,"Yes","No",750,"Delivery","Banashankari","Indian","Casual Dining"
"431",4.2,500,"Yes","Yes",164,"Delivery","Banashankari","Asian","Cafe"
"432",3.2,200,"Yes","No",6,"Delivery","Banashankari","Dessert","Delivery"
"433",3.8,500,"Yes","No",527,"Delivery","Banashankari","Indian","Casual Dining"
"434",4.3,400,"No","No",345,"Desserts","Banashankari","Dessert","Dessert Parlor"
"435",4.4,150,"No","No",356,"Desserts","Banashankari","Indian","Sweet Shop"
"436",3.7,400,"Yes","No",17,"Desserts","Banashankari","Dessert","Dessert Parlor"
"437",3.9,150,"Yes","No",38,"Desserts","Banashankari","Dessert","Dessert Parlor"
"438",3.7,150,"No","No",78,"Desserts","Banashankari","Dessert","Bakery"
"439",3.8,400,"No","No",60,"Desserts","Banashankari","Dessert","Dessert Parlor"
"440",4,400,"Yes","No",115,"Desserts","Banashankari","Indian","Sweet Shop"
"441",3.8,300,"No","No",39,"Desserts","Banashankari","Dessert","Bakery"
"442",3.9,400,"Yes","No",116,"Desserts","Banashankari","Bar Food","Dessert Parlor"
"443",3.8,800,"Yes","No",918,"Desserts","Banashankari","Mexican","Cafe"
"444",3.7,400,"No","No",46,"Desserts","Banashankari","Indian","Quick Bites"
"445",3.9,300,"Yes","No",41,"Desserts","Banashankari","Dessert","Dessert Parlor"
"446",3.8,700,"Yes","No",144,"Desserts","Banashankari","Asian","Cafe"
"447",3.8,150,"No","No",28,"Desserts","Banashankari","Dessert","Beverage Shop"
"448",4.3,500,"Yes","No",860,"Desserts","Banashankari","Dessert","Dessert Parlor"
"449",3.5,200,"No","No",14,"Desserts","Banashankari","Indian","Sweet Shop"
"450",4,300,"No","No",66,"Desserts","Banashankari","Dessert","Bakery"
"451",3.2,100,"Yes","No",8,"Desserts","Banashankari","Indian","Sweet Shop"
"452",3.7,400,"Yes","No",54,"Desserts","Banashankari","Dessert","Beverage Shop"
"453",3.5,500,"No","No",7,"Desserts","Banashankari","Dessert","Dessert Parlor"
"454",3.2,300,"No","No",9,"Desserts","Banashankari","Dessert","Dessert Parlor"
"455",3.6,300,"No","No",42,"Desserts","Banashankari","Dessert","Beverage Shop"
"456",3.8,250,"No","No",64,"Desserts","Banashankari","Fast Food","Quick Bites"
"457",3.6,350,"Yes","No",14,"Desserts","Banashankari","Dessert","Bakery"
"458",3.8,400,"No","No",45,"Desserts","Banashankari","Dessert","Delivery"
"459",3.2,600,"No","No",11,"Desserts","Banashankari","Dessert","Cafe"
"460",3.5,300,"No","No",13,"Desserts","Banashankari","Dessert","Bakery"
"461",3.4,150,"No","No",7,"Desserts","Banashankari","Dessert","Dessert Parlor"
"462",3.4,400,"No","No",8,"Desserts","Banashankari","Dessert","Bakery"
"463",2.9,200,"No","No",25,"Desserts","Banashankari","Dessert","Dessert Parlor"
"464",3.2,150,"No","No",17,"Desserts","Banashankari","Dessert","Dessert Parlor"
"465",3.9,500,"Yes","No",35,"Desserts","Banashankari","Dessert","Delivery"
"466",3.9,400,"Yes","No",70,"Desserts","Banashankari","Fast Food","Dessert Parlor"
"467",4,400,"No","No",98,"Desserts","Banashankari","Indian","Quick Bites"
"468",3.7,250,"No","No",25,"Desserts","Banashankari","Dessert","Dessert Parlor"
"469",4,600,"Yes","No",219,"Desserts","Banashankari","Dessert","Cafe"
"470",4,300,"Yes","No",73,"Desserts","Banashankari","Dessert","Bakery"
"471",3.6,150,"No","No",16,"Desserts","Banashankari","Fast Food","Bakery"
"472",3.6,250,"No","No",8,"Desserts","Banashankari","Dessert","Bakery"
"473",3.8,400,"Yes","No",15,"Desserts","Banashankari","Dessert","Bakery"
"474",3.6,200,"No","No",46,"Desserts","Banashankari","Indian","Quick Bites"
"475",3.3,300,"Yes","No",13,"Desserts","Banashankari","Indian","Dessert Parlor"
"476",3.3,250,"Yes","No",9,"Desserts","Banashankari","Dessert","Dessert Parlor"
"477",4,250,"Yes","No",43,"Desserts","Banashankari","Dessert","Dessert Parlor"
"478",2.7,400,"Yes","No",97,"Desserts","Banashankari","Indian","Casual Dining"
"479",3.7,250,"Yes","No",22,"Desserts","Banashankari","Indian","Sweet Shop"
"480",3.5,400,"No","No",15,"Desserts","Banashankari","Dessert","Bakery"
"481",3.6,250,"Yes","No",27,"Desserts","Banashankari","Fast Food","Dessert Parlor"
"482",3.9,750,"Yes","No",888,"Dine-out","Banashankari","Indian","Casual Dining"
"483",4,1200,"Yes","Yes",349,"Dine-out","Banashankari","Indian","Casual Dining"
"484",4.2,350,"Yes","No",287,"Dine-out","Banashankari","Indian","Quick Bites"
"485",4.6,600,"Yes","Yes",2556,"Dine-out","Banashankari","Bar Food","Cafe"
"486",4.2,800,"Yes","Yes",354,"Dine-out","Banashankari","Asian","Casual Dining"
"487",4.1,800,"Yes","Yes",775,"Dine-out","Banashankari","Indian","Casual Dining"
"488",4.2,800,"Yes","Yes",2115,"Dine-out","Banashankari","Bar Food","Casual Dining"
"489",3.8,1300,"No","Yes",977,"Dine-out","Banashankari","Fast Food","Lounge"
"490",4.1,1200,"No","No",868,"Dine-out","Banashankari","Indian","Pub"
"491",4,700,"Yes","No",324,"Dine-out","Banashankari","Dessert","Cafe"
"492",4.1,800,"Yes","No",787,"Dine-out","Banashankari","Indian","Casual Dining"
"493",4.2,550,"Yes","No",504,"Dine-out","Banashankari","Asian","Cafe"
"494",4.1,500,"Yes","No",402,"Dine-out","Banashankari","Dessert","Cafe"
"495",4.2,600,"Yes","Yes",150,"Dine-out","Banashankari","Dessert","Cafe"
"496",4.2,500,"Yes","Yes",164,"Dine-out","Banashankari","Asian","Cafe"
"497",4.2,800,"No","No",244,"Dine-out","Banashankari","Indian","Casual Dining"
"498",4,450,"Yes","No",771,"Dine-out","Banashankari","Indian","Casual Dining"
"499",4.2,600,"Yes","No",1647,"Dine-out","Banashankari","Asian","Casual Dining"
"500",4,850,"No","Yes",808,"Dine-out","Banashankari","Indian","Casual Dining"
"501",4,450,"No","No",424,"Dine-out","Banashankari","Dessert","Cafe"
"502",3.9,800,"Yes","No",135,"Dine-out","Banashankari","Indian","Casual Dining"
"503",3.9,300,"No","No",28,"Dine-out","Banashankari","Indian","Mess"
"504",3.8,800,"Yes","No",918,"Dine-out","Banashankari","Mexican","Cafe"
"505",3.8,650,"Yes","No",90,"Dine-out","Banashankari","Dessert","Cafe"
"506",3.9,900,"Yes","No",519,"Dine-out","Banashankari","Asian","Casual Dining"
"507",3.6,700,"Yes","No",105,"Dine-out","Banashankari","Asian","Casual Dining"
"508",3.7,700,"No","No",43,"Dine-out","Banashankari","Indian","Bar"
"509",3.7,400,"No","No",46,"Dine-out","Banashankari","Indian","Quick Bites"
"510",3.9,800,"Yes","No",133,"Dine-out","Banashankari","Asian","Cafe"
"511",3.8,700,"Yes","No",144,"Dine-out","Banashankari","Asian","Cafe"
"512",3.9,300,"No","No",93,"Dine-out","Banashankari","American","Cafe"
"513",3.8,300,"Yes","No",42,"Dine-out","Banashankari","Indian","Quick Bites"
"514",2.5,500,"Yes","No",247,"Dine-out","Banashankari","Indian","Casual Dining"
"515",3.1,400,"Yes","No",13,"Dine-out","Banashankari","Asian","Cafe"
"516",3.7,450,"No","No",39,"Dine-out","Banashankari","Indian","Casual Dining"
"517",3,400,"Yes","No",62,"Dine-out","Banashankari","Indian","Cafe"
"518",3.8,700,"Yes","No",160,"Dine-out","Banashankari","Indian","Casual Dining"
"519",3.5,200,"No","No",14,"Dine-out","Banashankari","Indian","Sweet Shop"
"520",3.8,700,"No","No",42,"Dine-out","Banashankari","Indian","Casual Dining"
"521",3.1,700,"Yes","No",119,"Dine-out","Banashankari","Indian","Casual Dining"
"522",3.6,600,"Yes","No",129,"Dine-out","Banashankari","Indian","Casual Dining"
"523",3.3,800,"No","No",62,"Dine-out","Banashankari","Indian","Bar"
"524",3.6,600,"Yes","No",24,"Dine-out","Banashankari","Indian","Casual Dining"
"525",2.6,600,"No","No",283,"Dine-out","Banashankari","Indian","Casual Dining"
"526",3.6,300,"No","No",42,"Dine-out","Banashankari","Dessert","Beverage Shop"
"527",3.4,300,"No","No",10,"Dine-out","Banashankari","Indian","Quick Bites"
"528",3.7,950,"No","No",39,"Dine-out","Banashankari","Indian","Casual Dining"
"529",3.8,750,"Yes","No",59,"Dine-out","Banashankari","Indian","Casual Dining"
"530",3.5,600,"Yes","No",179,"Dine-out","Banashankari","Indian","Casual Dining"
"531",3.8,150,"No","No",62,"Dine-out","Banashankari","Indian","Quick Bites"
"532",3.4,500,"No","No",6,"Dine-out","Banashankari","European","Casual Dining"
"533",3.1,1000,"No","No",30,"Dine-out","Banashankari","Indian","Bar"
"534",3.5,300,"No","No",10,"Dine-out","Banashankari","Indian","Quick Bites"
"535",3.6,500,"No","No",36,"Dine-out","Banashankari","Indian","Casual Dining"
"536",3.7,300,"No","No",31,"Dine-out","Banashankari","Dessert","Cafe"
"537",3.2,600,"No","No",11,"Dine-out","Banashankari","Dessert","Cafe"
"538",3,800,"No","No",98,"Dine-out","Banashankari","Indian","Bar"
"539",3.5,150,"No","No",18,"Dine-out","Banashankari","Fast Food","Beverage Shop"
"540",3.5,500,"No","No",10,"Dine-out","Banashankari","Indian","Casual Dining"
"541",2.7,850,"No","No",128,"Dine-out","Banashankari","Asian","Casual Dining"
"542",2.8,800,"Yes","No",45,"Dine-out","Banashankari","Bar Food","Casual Dining"
"543",3.2,400,"Yes","No",119,"Dine-out","Banashankari","Indian","Casual Dining"
"544",3.4,150,"Yes","No",12,"Dine-out","Banashankari","Fast Food","Beverage Shop"
"545",3.3,500,"No","No",4,"Dine-out","Banashankari","Fast Food","Cafe"
"546",3.5,400,"Yes","No",41,"Dine-out","Banashankari","Fast Food","Food Truck"
"547",3.7,750,"Yes","No",405,"Dine-out","Banashankari","Fast Food","Casual Dining"
"548",3.9,650,"Yes","No",388,"Dine-out","Banashankari","Indian","Casual Dining"
"549",4.7,100,"No","No",651,"Dine-out","Banashankari","Indian","Quick Bites"
"550",4.3,200,"Yes","No",734,"Dine-out","Banashankari","Indian","Quick Bites"
"551",3.7,450,"No","No",21,"Dine-out","Banashankari","Indian","Quick Bites"
"552",4,450,"No","No",1047,"Dine-out","Banashankari","Asian","Quick Bites"
"553",3.8,450,"Yes","No",505,"Dine-out","Banashankari","Fast Food","Quick Bites"
"554",3.6,200,"No","No",55,"Dine-out","Banashankari","Fast Food","Quick Bites"
"555",3.9,200,"Yes","No",264,"Dine-out","Banashankari","Indian","Quick Bites"
"556",3.8,300,"Yes","No",133,"Dine-out","Banashankari","Indian","Quick Bites"
"557",3.9,500,"Yes","No",286,"Dine-out","Banashankari","Fast Food","Quick Bites"
"558",4.4,100,"No","No",343,"Dine-out","Banashankari","Indian","Quick Bites"
"559",3.6,150,"Yes","No",66,"Dine-out","Banashankari","Indian","Quick Bites"
"560",3.4,100,"Yes","No",10,"Dine-out","Banashankari","Indian","Quick Bites"
"561",3.8,300,"Yes","No",61,"Dine-out","Banashankari","Indian","Quick Bites"
"562",3.8,500,"No","No",70,"Dine-out","Banashankari","Fast Food","Quick Bites"
"563",3.6,300,"Yes","No",28,"Dine-out","Banashankari","Indian","Quick Bites"
"564",3.8,100,"Yes","No",70,"Dine-out","Banashankari","Indian","Quick Bites"
"565",3.8,150,"Yes","No",28,"Dine-out","Banashankari","Fast Food","Quick Bites"
"566",3.5,250,"Yes","No",15,"Dine-out","Banashankari","Indian","Quick Bites"
"567",3.8,250,"Yes","No",131,"Dine-out","Banashankari","Indian","Quick Bites"
"568",3.8,150,"No","No",19,"Dine-out","Banashankari","Indian","Quick Bites"
"569",3.7,200,"Yes","No",237,"Dine-out","Banashankari","Indian","Quick Bites"
"570",3.3,500,"Yes","No",6,"Dine-out","Banashankari","Indian","Quick Bites"
"571",4.1,300,"Yes","No",201,"Dine-out","Banashankari","Indian","Quick Bites"
"572",2.8,500,"Yes","No",506,"Dine-out","Banashankari","Indian","Quick Bites"
"573",4.1,300,"No","No",520,"Dine-out","Banashankari","Indian","Quick Bites"
"574",3.8,300,"Yes","No",104,"Dine-out","Banashankari","Indian","Quick Bites"
"575",3.7,300,"No","No",88,"Dine-out","Banashankari","Indian","Quick Bites"
"576",3.6,150,"Yes","No",95,"Dine-out","Banashankari","Indian","Quick Bites"
"577",3.7,600,"Yes","No",136,"Dine-out","Banashankari","Fast Food","Quick Bites"
"578",3.8,400,"Yes","No",101,"Dine-out","Banashankari","Indian","Quick Bites"
